,Absolute Magnitude,orbit_id,Eccentricity,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,ma,rms,Mean Motion,Minimum Orbit Intersection,Jupiter Tisserand Invariant,data_arc,class,pha
0,11.16,611,0.22258897,10.827591,304.3221634,642.9954743,1.133418658,178.81659109999995,1.782461396,271.0717326,0.28397,0.559879524,0.150505,4.583,46330.0,0.0,0.0
1,15.5,214,0.546558465,11.56748478,183.86695,1565.522356,1.19645177,156.17633769999995,4.080752359,140.27342180000002,0.39148,0.22995519600000006,0.203482,3.14,39593.0,0.0,0.0
2,13.8,311,0.5703317139999999,9.393851508,110.43424679999998,1421.113273,1.062886307,350.4955509,3.884587551,294.5791673,0.44039,0.253322523,0.082217,3.221,37558.0,0.0,0.0
3,9.4,823,0.533046119,26.67764106,215.546828,1588.828164,1.244303505,132.3646326,4.085145744,4.817744315,0.38018,0.226582086,0.344956,3.035,35105.0,0.0,0.0
4,17.7,104,0.435284954,11.87653981,171.32701219999996,971.3594595,1.083969486,26.69478755,2.755026815,38.52241059,0.45839,0.370614603,0.10745,3.781,32328.0,0.0,0.0
5,16.9,102,0.826809297,22.85205337,88.08223831,408.7839793,0.18669020600000005,31.29726414,1.969201569,192.0831792,0.34334000000000003,0.8806607359999999,0.035204,5.299,26002.0,1.0,1.0
6,14.7,243,0.487350207,52.09207121,62.29781965,1189.5645060000004,1.126368509,159.5179501,3.267931555,195.0724539,0.5172800000000001,0.30263176,0.13613699999999998,3.065,25763.0,0.0,0.0
7,15.3,610,0.335454802,13.33704335,337.1869753000001,507.8100535,0.8278019329999999,276.95606769999995,1.663531795,235.1126414,0.40678,0.708926492,0.0303535,5.074,25067.0,1.0,1.0
8,12.7,1011,0.396783058,8.451869889,133.1193428,928.9945023,1.123957807,167.7934626,2.602588083,256.5069001,0.35876,0.387515749,0.111952,3.879,33143.0,0.0,0.0
9,14.23,358,0.435874168,9.381528518,274.3419954,583.8656346,0.771233073,127.0727874,1.963025949,290.2506511,0.32415,0.616580218,0.050567,4.716,26437.0,1.0,0.0
10,16.25,285,0.559761402,6.353445562999999,35.73168803,651.0979905,0.647222195,285.8593797,2.293102429,88.5464787,0.48731,0.552912166,0.025757,4.415,32849.0,1.0,1.0
11,15.3,194,0.606507217,18.40043608,346.4403095,1239.66132,0.888668639,268.0670186,3.628154422,69.81354914,0.48762,0.290401898,0.182709,3.298,26560.0,1.0,0.0
12,14.7,543,0.614470147,22.21196022,6.62194809,644.9654981000001,0.563226893,325.6333776,2.35860595,221.2316225,0.40705,0.558169392,0.269089,4.336,17978.0,1.0,0.0
13,16.84,132,0.466929299,16.09515254,212.9283887,409.9837375,0.575745142,325.2563176999999,1.584362854,3.3203675,0.4245,0.878083609,0.156723,5.5920000000000005,17937.0,1.0,0.0
14,12.4,716,0.538083305,41.19929065,63.49079971,951.8421309,0.87473128,293.0630045,2.91266714,104.184673,0.35614,0.378213979,0.10458900000000003,3.513,24048.0,1.0,0.0
15,18.97,11,0.57056518,20.40461297,162.93678490000005,1481.578,1.092231384,347.8324357,3.994600578,255.5935017,0.69421,0.24298417,0.10802,3.122,18842.0,0.0,0.0
16,14.8,261,0.449641167,12.88010266,340.5990723000001,1251.763801,1.251013266,335.8670314,3.295159855,179.6982275,0.46419,0.287594193,0.252842,3.44,24369.0,0.0,0.0
17,14.3,465,0.505507549,23.95916227,188.307035,1150.737681,1.062702261,194.5059486,3.235451362,254.6226997,0.4446,0.312842802,0.07273289999999999,3.435,24250.0,0.0,0.0
18,15.75,422,0.256082662,8.70611669,246.3333378,624.9140771000001,1.064157561,338.366173,1.796798907,188.2367864,0.41173,0.576079197,0.06303790000000001,4.6389999999999985,17435.0,0.0,0.0
19,13.92,412,0.364814515,26.86936222,246.5743149,816.3593869,1.085815094,115.485874,2.3330763,49.59813903,0.32588,0.440982251,0.245487,3.996,25734.0,0.0,0.0
20,15.2,207,0.650351525,39.82958911,356.8640435,864.8631095000002,0.621151592,267.82297850000003,2.931854561,312.7361105,0.3793,0.416250845,0.00356773,3.611,17439.0,1.0,1.0
21,16.0,257,0.5309192970000001,11.01363508,200.6943283,1570.460348,1.240318628,192.432571,4.04797663,44.33041892,0.4270000000000001,0.229232149,0.248663,3.154,20613.0,0.0,0.0
22,16.56,159,0.535748103,3.79903715,207.379593,1244.537727,1.051219593,157.0250736,3.477440815,180.5486415,0.45996,0.28926403100000003,0.0560308,3.41,21731.0,0.0,0.0
23,16.8,148,0.182717134,18.93368681,108.6003764,347.2134482,0.7901407640000001,148.0354056,1.143438899,172.2677628,0.43362,1.0368262,0.113146,6.184,21601.0,2.0,0.0
24,17.3,115,0.349359634,9.433081117999999,33.10335398,408.7761873,0.7013461940000001,55.31527489,1.454518185,273.7344518,0.39523,0.880677523,0.06773589999999999,5.669,15816.0,1.0,0.0
25,16.05,182,0.436512224,15.75597143,170.88486650000004,277.214385,0.468845109,355.9827741000001,1.195237516,171.76209740000004,0.35899000000000003,1.298633908,0.149558,6.9460000000000015,16407.0,2.0,0.0
26,18.8,42,0.7639969409999999,1.32247218,349.4863,937.6595772,0.4424682820000001,43.60816185,3.307214314,336.1573371,0.7467199999999999,0.383934648,0.0115889,3.55,30799.0,1.0,1.0
27,16.0,214,0.299148237,64.0069939,94.36249206,535.2530239,0.904204447,61.54106216,1.6760971080000002,81.98646977,0.30457,0.672579105,0.0434654,4.45,16264.0,1.0,1.0
28,17.94,23,0.503013571,23.05815487,191.1800685,739.2052053,0.795161949,290.9094479,2.404772305,142.92736499999995,0.54865,0.487009558,0.00987559,4.134,15749.0,1.0,1.0
29,15.3,221,0.712885503,2.522424246,74.98699242,1170.881349,0.624211017,98.24728884,3.723956858,203.1157355,0.46608,0.307460701,0.00312536,3.299,32492.0,1.0,1.0
30,17.1,65,0.51269789,8.742264561,169.9571087,1265.969994,1.116044765,217.9079585,3.464459787,261.1584735,0.55743,0.28436693,0.14416600000000002,3.398,17455.0,0.0,0.0
31,13.3,484,0.8376666909999999,11.55177717,27.53024291,1158.874478,0.350509361,209.3949494,3.967881783,48.90011271,0.4210600000000001,0.310646241,0.115888,3.099,15408.0,1.0,0.0
32,14.5,285,0.654034308,24.47085247,169.2759266,1365.917193,0.833521865,146.03989319999997,3.985001383,264.35723540000004,0.42934,0.263559169,0.094385,3.097,16256.0,1.0,0.0
33,20.2,60,0.449884166,5.854591233,211.5421371,283.1263477,0.46420383,39.92629417,1.223454662,42.10443295,0.4662,1.271517126,0.00687373,6.8820000000000014,13878.0,2.0,1.0
34,15.1,262,0.413357731,5.223635902,287.3374628,1115.614286,1.234953044,43.00908274,2.975289245,2.434898058,0.5613600000000001,0.322692175,0.233199,3.625,15791.0,0.0,0.0
35,17.52,19,0.5709673239999999,14.67274946,167.3469303,1457.933091,1.079567532,37.38316179,3.952998013,240.1293105,0.59421,0.246924912,0.132428,3.172,14778.0,0.0,0.0
36,16.2,246,0.449318192,8.441614251,172.06384719999997,1152.406817,1.184601625,154.7422018,3.117707287,101.8877452,0.48971,0.31238968300000003,0.184359,3.555,14112.0,0.0,0.0
37,15.38,453,0.35426707700000004,20.92828008,129.7752819,607.8032268999998,0.906767569,254.0512717,1.901723488,76.28541812,0.39836,0.5922969539999999,0.0792517,4.613,13982.0,1.0,0.0
38,14.1,566,0.422944597,22.142497,336.0638558,859.3715072999997,1.020796551,27.84781893,2.517153343,50.43779455,0.29100000000000004,0.418910793,0.0453329,3.92,15243.0,0.0,1.0
39,14.8,301,0.283987783,32.96251214,339.99122610000006,721.6133150000002,1.127347589,53.42210947,2.02161429,0.7873450540000001,0.47824,0.4988821470000001,0.216441,4.19,13947.0,0.0,0.0
40,14.3,724,0.88983112,22.25951267,265.21769390000003,523.6068038,0.140065176,322.1867118,2.40267059,228.9572436,0.31186,0.687538812,0.0194361,4.51,13524.0,1.0,1.0
41,16.4,55,0.395867985,25.070504,158.8162188,1112.912962,1.26971729,159.0775409,2.933725861,146.906197,0.58391,0.32347543100000004,0.276557,3.533,13651.0,0.0,0.0
42,15.2,392,0.456115948,5.929927537,218.63981580000004,1058.916495,1.105813402,349.3407727,2.9605437460000004,57.08649818,0.46707,0.33997015,0.102002,3.666,14135.0,0.0,0.0
43,15.8,307,0.369114442,4.773341769,107.3623665,940.8984153,1.185532487,15.91537216,2.572779846,95.83154267,0.44478,0.382613037,0.202741,3.882,14410.0,0.0,0.0
44,15.9,106,0.745546633,21.15980068,242.5522646,1414.629498,0.62753467,63.45311185,4.304879283,2.589849621,0.43609,0.254483595,0.107145,2.966,14265.0,1.0,0.0
45,19.03,96,0.322858189,2.685420187,189.5827799,485.8431884,0.818989044,301.703155,1.599969673,102.8299018,0.47356,0.740979823,0.0138088,5.214,13173.0,1.0,1.0
46,18.3,23,0.468567733,9.91682854,152.44780649999996,359.5337848000001,0.525866421,55.04820445,1.453186991,197.828304,0.64205,1.001296722,0.013395,6.017,7394.0,2.0,1.0
47,16.6,94,0.48684956,9.507094978,173.7865385,1105.943116,1.073991755,193.2539209,3.111883075,42.20475946,0.61292,0.32551403,0.07592610000000001,3.579,13082.0,0.0,0.0
48,12.9,256,0.7089406220000001,31.08439717,349.9647675,3212.237032,1.24009332,316.4979503,7.281146092999999,84.53233233,0.46287,0.112071431,0.334156,2.314,13588.0,0.0,0.0
49,16.4,145,0.320156249,36.7705516,232.5277898,770.2939586,1.118015488,288.8731935,2.171021107,261.9356006,0.48062,0.467354048,0.29438200000000003,4.017,12956.0,0.0,0.0
50,15.82,260,0.280576761,23.35695516,358.6102876,351.0754007,0.7006790159999999,359.4009549999999,1.247211955,26.03688305,0.34744,1.025420748,0.250657,6.105,11979.0,2.0,0.0
51,16.4,123,0.541679896,13.53409449,82.08578906,1190.735201,1.007658605,204.2630364,3.3895240510000004,7.994518618,0.5172,0.302334221,0.0206816,3.429,13326.0,1.0,1.0
52,14.7,509,0.284195377,20.35824152,348.7467998,863.3982527000002,1.2701928340000002,234.9702627,2.278800264,37.97432952,0.38912,0.416957063,0.35162,3.982,16608.0,0.0,0.0
53,15.3,312,0.301671882,55.5575352,147.9669279,613.8631062000002,0.987131323,312.2175539,1.839996206,150.4557117,0.3617,0.58644997,0.07824160000000001,4.243,16364.0,1.0,0.0
54,15.6,134,0.5148546070000001,19.80535261,126.2343971,364.0201242,0.484049627,43.83123466,1.511433103,166.4702124,0.3996,0.988956313,0.07119919999999999,5.9220000000000015,17198.0,2.0,0.0
55,18.9,46,0.446303548,3.867817849,74.96083695,907.4601783,1.015682197,17.2297313,2.65305071,19.07701736,0.7368600000000001,0.396711623,0.036196,3.897,13428.0,1.0,1.0
56,15.6,115,0.702500977,29.20776271,235.50318790000003,674.3443345,0.447721278,49.69521996,2.56217955,91.61070378,0.4995,0.533851894,0.15981099999999998,4.126,12407.0,1.0,0.0
57,17.3,202,0.458993586,2.185572833,261.2507069,977.7233572,1.042991549,126.5623963,2.812754048,296.5588798,0.46111,0.368202311,0.0573946,3.78,14729.0,0.0,0.0
58,17.8,132,0.316659025,10.76737558,229.8131874,701.0809591,1.055400494,86.89903797,2.0335420180000003,214.7719844,0.43524,0.513492765,0.177819,4.384,12282.0,0.0,0.0
59,15.99,184,0.631187013,2.798294803,266.8177007,1554.244194,0.968471303,95.37013412,4.283357334,171.01771619999997,0.54633,0.231623834,0.0430103,3.082,25702.0,1.0,1.0
60,18.4,74,0.443942577,11.17043793,158.0140757,398.34189110000005,0.5891483679999999,296.6030771,1.529871515,254.5593046,0.42741,0.903746274,0.0193934,5.704,12383.0,1.0,1.0
61,14.7,629,0.326336242,23.25372211,164.82979440000003,897.1417185,1.226360821,154.366197,2.414508399,345.2035180000001,0.37226,0.401274395,0.23975,3.886,13100.0,0.0,0.0
62,15.2,538,0.6242486420000001,0.447949069,125.1994092,1483.310193,0.956436764,277.9899152,4.1343592860000005,311.2833559,0.26715,0.242700415,0.00657948,3.137,31703.0,1.0,1.0
63,14.4,350,0.634349818,6.705067647000001,294.8955619,1019.351901,0.7247968000000001,236.3402693,3.2396306,331.35053010000007,0.46588,0.353165575,0.0282524,3.573,22171.0,1.0,1.0
64,14.6,106,0.7715788640000001,12.57662356,7.184375299,1271.442638,0.524648598,122.4044613,4.069047128,263.2702198,0.48514,0.283142935,0.0987093,3.09,24182.0,1.0,0.0
65,15.9,181,0.468392181,40.71242444,169.1866858,772.0991962,0.875604145,278.9331551,2.418569169,134.9599038,0.48452,0.466261332,0.169603,3.913,12069.0,1.0,0.0
66,16.0,109,0.679501983,11.85163015,108.1076151,907.9185906,0.588108788,15.65158253,3.0818595460000004,129.5994128,0.55629,0.396511321,0.194106,3.688,12158.0,1.0,0.0
67,16.0,205,0.564400239,26.63802302,22.88805212,1514.25824,1.124144082,68.15070273,4.037218173,113.4192281,0.46965,0.237740162,0.331404,3.056,12282.0,0.0,0.0
68,17.1,164,0.586619215,5.5196315920000005,311.8404183,632.6970008,0.5962318679999999,291.7874453,2.288429876,1.7091685090000002,0.43529,0.56899274,0.0286665,4.456,30599.0,1.0,1.0
69,15.5,223,0.66302339,3.039697279,82.23626069,1191.308946,0.741111822,168.9065202,3.657483216,33.94875006,0.53023,0.302188615,0.0462892,3.338,12353.0,1.0,1.0
70,17.3,146,0.296462274,16.40453386,198.1175595,831.417108,1.21740312,173.966703,2.243400972,123.07059270000002,0.48985,0.432995661,0.219924,4.064,11810.0,0.0,0.0
71,15.6,163,0.5240914839999999,2.512917662,45.95820211,1624.520912,1.28708747,76.31535673,4.1218826439999985,292.999086,0.51381,0.221603796,0.306677,3.151,14583.0,0.0,0.0
72,17.1,158,0.250165631,14.14491623,23.98478564,388.5634532,0.7814017120000001,333.83950560000005,1.302796463,311.7520718,0.44875,0.926489604,0.172809,5.832999999999998,11566.0,1.0,0.0
73,20.7,65,0.357008482,4.919344709,180.2861202,377.6181743,0.65741794,255.2945549,1.3874548830000002,127.276045,0.45686,0.953343945,0.00343534,5.914,11374.0,1.0,1.0
74,16.4,108,0.5199542220000001,37.07686352,154.2301422,1223.490341,1.074692126,248.4024332,3.40276471,179.64333,0.54,0.294240165,0.296609,3.218,14064.0,0.0,0.0
75,18.2,105,0.36000730200000003,1.431697833,314.443417,663.4409817000002,0.952747016,158.0200615,2.024621382,41.94650303,0.46875,0.542625508,0.00290752,4.493,14067.0,1.0,1.0
76,19.4,42,0.514973924,6.375851029,241.3206166,1220.466325,1.084051722,213.564949,3.386024325,292.4821029,0.56279,0.29496922,0.115951,3.445,14601.0,0.0,0.0
77,16.9,89,0.483169323,8.885155541,325.5773203,400.4802264,0.549545156,121.3674691,1.577051351,325.5663099,0.46642,0.8989207859999999,0.0203525,5.676,9817.0,1.0,1.0
78,18.0,156,0.16834548100000002,15.650977,215.4465267,585.763509,1.139441963,192.9098537,1.600739053,241.2324014,0.49534,0.614582497,0.150456,4.772,15625.0,0.0,0.0
79,15.0,173,0.6576260110000001,24.39059643,77.70392538,753.8346466,0.5549909160000001,77.75349749,2.687024735,241.2112026,0.46325,0.47755831,0.0260673,3.976,16936.0,1.0,1.0
80,12.5,495,0.449383752,17.42943968,358.4436102,1033.765344,1.10170347,52.58954693,2.9000072460000004,150.9533899,0.40429,0.34824150600000003,0.194663,3.658,16507.0,0.0,0.0
81,14.9,105,0.218791405,35.01082611,254.9001694,715.4429796000002,1.222976408,97.46013766,1.908009133,65.36830944,0.52127,0.503184754,0.425695,4.2010000000000005,15966.0,0.0,0.0
82,16.4,151,0.500077456,7.405384898999999,10.72728509,764.5703695000002,0.8180542009999999,105.8139193,2.454669587,140.1404808,0.5039,0.47085267,0.0248728,4.143,21850.0,1.0,1.0
83,14.8,290,0.569153936,36.43079043,110.375322,661.7331171,0.640292516,135.8463469,2.331964022,207.6031733,0.46735,0.544025969,0.274193,4.208,15337.0,1.0,0.0
84,14.0,548,0.772200742,9.030543032999999,309.4920423,906.6730372000003,0.41762564,227.7858404,3.248985427,130.72463929999998,0.3908,0.397056034,0.0584006,3.583,24470.0,1.0,0.0
85,17.8,217,0.47834142,3.578357292,135.217555,706.4874133,0.809823464,159.774424,2.294979162,161.9381147,0.4715,0.5095632179999999,0.0444772,4.309,10691.0,1.0,1.0
86,15.5,51,0.604791615,19.60651653,352.26948,1884.864704,1.180177471,321.0592313,4.792253868,156.2171306,0.62066,0.190995141,0.2312,2.879,11785.0,0.0,0.0
87,14.8,263,0.455649804,25.49022056,142.82192980000005,1163.569838,1.178531159,305.9455038000001,3.1515165460000003,204.3203146,0.5099,0.309392688,0.3071,3.44,16720.0,0.0,0.0
88,15.1,56,0.636639285,19.15015582,177.80398469999997,2214.6901350000007,1.208224583,161.2647359,5.442051755,190.4000416,0.63521,0.162550957,0.216729,2.73,10932.0,0.0,0.0
89,16.6,88,0.296255036,48.96933837,58.54209907,336.8409399,0.666754972,37.41167858,1.228121739,289.2007866,0.37469,1.068753697,0.113357,6.027,9438.0,2.0,0.0
90,16.0,53,0.635745672,68.01887451,101.0308073,1387.621611,0.886856063,118.0291582,3.982577159,140.35807680000002,0.5000899999999999,0.25943672,0.0906207,2.532,16244.0,1.0,0.0
91,13.8,359,0.5448120710000001,18.09771664,189.9521468,1354.997127,1.0908139959999998,86.77351862,3.701993223,39.27329138,0.40366,0.26568322,0.30648000000000003,3.253,24468.0,0.0,0.0
92,19.7,16,0.279491417,14.186326500000002,216.3029123,357.4085889,0.7101501729999999,34.47077062,1.261096777,214.3805559,0.6570600000000001,1.007250556,0.12141,6.09,2218.0,2.0,0.0
93,17.2,146,0.406149982,4.713586626000001,311.9598155,326.948552,0.551565934,82.58617563,1.306027455,307.6091311,0.3816,1.101090669,0.0331798,6.372000000000001,16041.0,2.0,1.0
94,17.0,108,0.422421725,7.871966781,128.6791594,1159.3033,1.247412082,153.78689719999997,3.072044298,155.0288516,0.53952,0.310531334,0.239058,3.5660000000000003,23598.0,0.0,0.0
95,14.2,586,0.454391793,3.84855068,173.0971767,1187.499371,1.197395263,231.8811509,3.191817532,74.92458635,0.4236,0.303158055,0.213904,3.525,18170.0,0.0,0.0
96,17.1,149,0.387434928,13.50254775,45.7408142,576.1123611,0.830025448,48.23357626,1.879973819,244.2630982,0.36512,0.624878104,0.05350980000000001,4.755,16906.0,1.0,0.0
97,15.4,369,0.435909565,7.906258988999999,14.1076695,1146.216291,1.209096143,335.72868910000005,3.0777914460000004,172.4676418,0.44485,0.314076848,0.212024,3.572,10943.0,0.0,0.0
98,16.2,317,0.30414223,6.872376667999999,9.945664179,878.1794924000002,1.248850322,122.5435307,2.340533534,127.8185559,0.43533,0.409938974,0.283575,4.01,16954.0,0.0,0.0
99,15.5,69,0.762100058,38.13176072,302.15518849999995,871.1888502,0.424688261,127.0294895,3.14562166,56.96947629999999,0.47212,0.413228429,0.162354,3.511,16737.0,1.0,0.0
100,16.7,259,0.585232196,5.054311366,97.0479964,523.3690174,0.527162804,258.8869786,2.01480308,182.3029093,0.48388,0.687851187,0.00545187,4.892,13273.0,1.0,1.0
101,15.6,134,0.653379437,11.42318437,281.66754439999994,1244.641623,0.78490709,217.0443356,3.744005354,65.37653187,0.48444,0.289239885,0.070701,3.277,11599.0,1.0,0.0
102,14.8,267,0.423474765,16.07356216,121.6660622,1114.7071529999996,1.212997472,25.30520977,2.9949622060000003,97.17949569,0.51828,0.322954777,0.245382,3.58,11464.0,0.0,0.0
103,17.1,186,0.826779673,23.22780937,161.30136159999995,410.7856641,0.187331189,8.354097623,1.975592665,315.43660760000006,0.5022300000000001,0.8763694340000001,0.188961,5.283,10659.0,1.0,0.0
104,18.8,92,0.443952501,4.190151708,298.9474328,952.7103544,1.053626935,168.55760790000005,2.736074254,184.3298196,0.53532,0.377869306,0.07158760000000003,3.825,23940.0,0.0,0.0
105,15.9,143,0.695177842,30.12731212,125.4266017,807.97636,0.5175035720000001,152.7630337,2.877942318,64.80227664,0.43207,0.44555759,0.397192,3.775,13196.0,1.0,0.0
106,14.8,304,0.536919699,7.949706308,238.7840604,1391.89815,1.129784625,77.93974288,3.749648267,6.120708249,0.45313,0.258639614,0.1834,3.277,14460.0,0.0,0.0
107,15.7,217,0.5060072870000001,19.49278151,168.90577109999995,1209.57352,1.097513248,115.4723529,3.345925775,51.00552191,0.50034,0.297625563,0.235375,3.405,13595.0,0.0,0.0
108,17.2,136,0.321468889,17.923372600000004,227.8787661,890.9053712000001,1.229490561,230.8777268,2.394486411,305.9038245,0.47813,0.40408332,0.310284,3.935,15867.0,0.0,0.0
109,17.6,95,0.28945319,21.57960613,145.84814550000004,756.2261851,1.154236712,355.7082998,2.094632176,241.5728366,0.5785,0.476048049,0.167179,4.198,10507.0,0.0,0.0
110,18.7,72,0.499748375,3.499763217,182.4811902,523.4679865,0.635891434,242.07393,1.906394897,229.5256149,0.52286,0.6877211390000001,0.0242774,4.948,11845.0,1.0,1.0
111,17.8,97,0.352112071,23.47360122,6.124609079,640.6485017000001,0.942281824,103.7484791,1.966498481,63.48251975,0.5113300000000001,0.561930605,0.141566,4.485,12849.0,1.0,0.0
112,14.9,403,0.437169841,6.405607517000001,88.19465396,1193.478725,1.239333524,284.9676461,3.1646007860000003,270.8126157,0.46868,0.301639227,0.26865300000000003,3.526,24676.0,0.0,0.0
113,14.8,293,0.528288902,21.58073192,318.2645617,1149.653222,1.01310638,74.87201715,3.2823464239999995,300.9291091,0.35854,0.313137904,0.223054,3.437,16251.0,1.0,0.0
114,15.9,179,0.766225585,4.91837542,169.3964693,1202.4768279999996,0.517347679,337.1379443,3.908694229,343.0592519,0.37911,0.299382069,0.0744886,3.1860000000000004,21584.0,1.0,0.0
115,15.8,166,0.581960114,4.304841448,64.61740944,1730.513,1.179239487,127.3596305,4.462516371,81.0857767,0.45307,0.208030798,0.189563,3.039,15796.0,0.0,0.0
116,18.5,226,0.41264416,3.942233685,344.5827128,451.27085080000006,0.676281013,239.7125046,1.62651728,27.69509837,0.47357,0.7977470720000001,0.026377,5.374,13815.0,1.0,1.0
117,13.9,343,0.572546355,37.3370263,26.94439204,1225.340965,0.957917356,262.7619613,3.524053344,119.883424,0.42152,0.293795776,0.289476,3.177,11367.0,1.0,0.0
118,15.9,255,0.409329638,8.225273048,313.5800874,1186.111453,1.2952787140000002,347.1339917,3.090513419,209.2728582,0.45383,0.303512793,0.281922,3.545,14774.0,0.0,0.0
119,19.2,105,0.605296547,2.27648076,211.0620215,1445.9483369999996,0.98773511,66.65547374,4.017212801,274.4136345,0.61351,0.248971551,0.028049900000000003,3.182,8968.0,1.0,1.0
120,18.7,29,0.591093912,5.948776069,301.8888098000001,1443.966724,1.022341717,323.6421545,3.978032432,104.3860074,0.5576,0.249313224,0.0417607,3.193,10431.0,0.0,1.0
121,16.4,228,0.220890911,22.64127584,111.4817208,757.4322695000002,1.266956942,167.3100104,1.985365383,348.5613683,0.35932,0.475290022,0.25492800000000004,4.206,13472.0,0.0,0.0
122,16.8,248,0.484596063,8.696810018999999,230.9430448,806.8021575,0.8741651340000001,281.3346567,2.517990307,321.3402536000001,0.51081,0.446206045,0.060860800000000013,4.055,13497.0,1.0,0.0
123,18.3,112,0.315066935,12.60993599,146.60916,654.8945301,1.010873372,323.4530932,1.940870157,215.1294194,0.52422,0.549706836,0.0627914,4.512,9918.0,1.0,0.0
124,16.7,233,0.391147654,8.304519927000001,102.6491624,1017.903796,1.205732188,354.7187904999999,2.75493971,66.30165906,0.43903,0.353668,0.222953,3.751,14376.0,0.0,0.0
125,15.1,195,0.6975311409999999,17.80907469,57.69916082,1474.929118,0.7670008,93.80597853,4.304600962,1.502892491,0.54635,0.244079526,0.0978362,3.004,14682.0,1.0,0.0
126,18.3,39,0.559664201,16.33667759,308.5125407,1642.479328,1.199641971,337.8940918,4.249117697,116.63709070000002,0.4209600000000001,0.219180841,0.20099,3.0610000000000004,9934.0,0.0,0.0
127,17.0,84,0.484328103,15.1955538,61.3190778,860.4431304999998,0.912968851,232.2596415,2.627921612,40.19730634,0.5941,0.418389069,0.0216163,3.924,10889.0,1.0,1.0
128,18.8,146,0.481705072,7.1972465739999985,174.484616,1278.1180949999996,1.194607756,181.4679167,3.415152791,275.4450595,0.4492,0.281664113,0.190276,3.415,12871.0,0.0,0.0
129,16.7,306,0.5065931379999999,5.419121587,294.8739036,913.2198826,0.908914725,173.3350706,2.775325586,138.01873419999998,0.32712,0.394209551,0.047786400000000014,3.846,9796.0,1.0,1.0
130,17.2,237,0.391237025,7.262759942000001,133.1141455,576.6643377,0.825400402,336.6500197,1.886329567,265.0714879,0.45775,0.624279978,0.0807517,4.77,20868.0,1.0,0.0
131,14.7,293,0.502279412,4.66202491,265.4810863,1190.286811,1.094009437,92.21111245,3.302069262,228.0952646,0.55892,0.302448113,0.124089,3.488,22088.0,0.0,0.0
132,17.9,61,0.29207947300000003,7.088236898,88.62406025,715.5545417000002,1.108359673,275.6128605,2.022951345,44.59185182,0.68913,0.5031063029999999,0.167926,4.365,10513.0,0.0,0.0
133,17.0,190,0.316820764,9.45389801,124.37763259999998,716.9960881,1.071059418,256.8417624,2.06445572,14.88496336,0.61282,0.50209479,0.161961,4.346,13599.0,0.0,0.0
134,16.8,96,0.32833931,33.48663014,117.8921836,570.5140417,0.904194523,47.62508884,1.7882200730000002,318.5260612,0.5191399999999999,0.631009885,0.000958186,4.667,16441.0,1.0,1.0
135,18.6,138,0.481898084,3.12292182,73.42551547,649.4945042,0.760442827,280.0870765,2.175052307,288.4992773,0.40304,0.554277207,0.00668663,4.474,11684.0,1.0,1.0
136,17.4,196,0.164646301,37.12098984,156.8525778,434.6323595,0.938035959,249.4339914,1.307805438,296.8335643000001,0.41613,0.8282862329999999,0.0230972,5.364,10906.0,1.0,1.0
137,17.8,42,0.51857777,27.11833562,102.5393264,1163.807436,1.042432495,228.26685440000003,3.288204646,33.13189471,0.54381,0.309329524,0.136207,3.385,9038.0,0.0,0.0
138,15.1,173,0.66414746,26.08460992,165.911342,1388.2637550000004,0.817958009,323.0396664,4.0529773680000005,329.3153968000001,0.36145,0.259316718,0.0892135,3.055,10996.0,1.0,0.0
139,15.2,243,0.346217609,36.90474114,111.2843656,517.5058422000002,0.824728696,349.1363528,1.698216881,304.143193,0.38495,0.695644321,0.153116,4.864,15399.0,1.0,0.0
140,15.1,265,0.466102315,25.16446277,134.164345,1213.475731,1.188720676,248.0346255,3.264269885,298.6560492,0.48061,0.296668479,0.356811,3.385,23996.0,0.0,0.0
141,17.0,171,0.431954209,7.570787146,105.5575491,1191.2000369999996,1.2492255559999998,146.7578983,3.149101398,68.09257395,0.5693600000000001,0.302216243,0.245735,3.529,25280.0,0.0,0.0
142,18.7,57,0.455908116,1.866717347,210.2448179,843.1974185,0.950370196,114.4023199,2.543047827,328.59814910000006,0.26666,0.426946279,0.017036199999999998,4.01,11129.0,1.0,1.0
143,17.8,106,0.409232444,2.024307292,232.8722709,904.237364,1.081116886,68.15523707,2.578924617,88.04309502,0.56085,0.3981255520000001,0.0738387,3.925,9939.0,0.0,0.0
144,17.1,149,0.462307047,28.30359645,185.6328414,567.9123109,0.721643851,6.069989757,1.962578983,79.45416246,0.53338,0.63390068,0.272823,4.67,10261.0,1.0,0.0
145,16.4,269,0.418597871,5.907552627,22.40824942,1022.143057,1.1545660640000002,105.740155,2.817094881,288.0963861,0.4987,0.352201189,0.198976,3.736,15243.0,0.0,0.0
146,16.9,128,0.643187815,39.59826174,66.53769965,721.9137318,0.561949895,241.8658884,2.587885892,182.8814158,0.57915,0.498674543,0.193313,3.953,10283.0,1.0,0.0
147,15.7,124,0.706797025,9.551455889,164.1030048,1476.147436,0.7439137379999999,25.13031626,4.330480463,169.3512933,0.55547,0.243878078,0.101533,3.025,14154.0,1.0,0.0
