diameter_sigma,id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM,M1,K1,M2,K2,PC,epoch_mjd,a,e,i,om,w,ma,epoch,q,e,i,om,w,tp,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per
,a0231937,2231937,"231937 (2001 FO32)",231937,,,Y,Y,17.7,,,,,,,,,,,,,,,,,,,"231937 (2001 FO32)",1.701220742520031,.8261163572437782,38.97422321190287,181.7435557262901,123.300966267699,.2958144598418275,3.106627025198235,2.21895863435857,5009,0,176,,,17.7,,,,,,,,,,,"231937 (2001 FO32)",.8261163572437782,.2958144598418275,38.97422321190287,181.7435557262901,123.300966267699,3.106627025198235,20210502.9468938,2.21895863435857,APO,5009,0,176,,,,,,,,,,,,,,,,,,,,,59000,1.701220742520031,.8261163572437782,38.97422321190287,181.7435557262901,123.300966267699,210.3335260482482,2459000.5,.2958144598418275,.8261163572437782,38.97422321190287,181.7435557262901,123.300966267699,2459337.446893821211,1.5135E-7,1.9754E-8,5.2554E-5,1.5972E-5,2.8114E-5,5.3729E-5,3.6073E-8,7.7365E-9,.00012678,1.4116E-5
,a0232691,2232691,"232691 (2004 AR1)",232691,,,Y,Y,19.8,,,,,,,,,,,,,,,,,,,"232691 (2004 AR1)",1.576016197568642,.469444253150111,9.077384445497481,336.5262137003346,50.27962875005657,.8361644507485532,2.315867944388732,1.97855996550119,5889,0,334,2,2,19.8,,,,,,,,,,,"232691 (2004 AR1)",.469444253150111,.8361644507485532,9.077384445497481,336.5262137003346,50.27962875005657,2.315867944388732,20190913.7522176,1.97855996550119,APO,5889,0,334,,,,,,,,,,,,,,,,,,,,,59000,1.576016197568642,.469444253150111,9.077384445497481,336.5262137003346,50.27962875005657,129.6433057277883,2459000.5,.8361644507485532,.469444253150111,9.077384445497481,336.5262137003346,50.27962875005657,2458740.252217613522,8.4716E-9,1.9093E-9,7.3419E-6,2.269E-5,2.3437E-5,2.7892E-6,2.8056E-9,9.0524E-10,5.218E-6,1.3132E-6
0.006,a0234145,2234145,"234145 (2000 EW70)",234145,,,Y,Y,21.3,,,,,,,0.344,,0.045,33.,,,,,,,,0.006,"234145 (2000 EW70)",.9375634303033784,.3213234974987577,5.427547664664202,178.045909091284,125.7617992845755,.6363022697513641,1.238824590855393,0.907839743187868,6939,0,404,4,6,21.3,0.344,,0.045,33.,,,,,,,"234145 (2000 EW70)",.3213234974987577,.6363022697513641,5.427547664664202,178.045909091284,125.7617992845755,1.238824590855393,20200602.3706000,0.907839743187868,ATE,6939,0,404,,,,,,,,,,,0.344,,0.045,33.,,,,,,,59000,.9375634303033784,.3213234974987577,5.427547664664202,178.045909091284,125.7617992845755,357.4262795468406,2459000.5,.6363022697513641,.3213234974987577,5.427547664664202,178.045909091284,125.7617992845755,2459002.870600048581,4.3909E-8,5.4659E-10,3.4022E-6,4.8295E-6,5.052E-6,5.5271E-6,7.2222E-10,9.4941E-10,5.0898E-6,2.8997E-7
0.028,a0235756,2235756,"235756 (2004 VC)",235756,,,Y,Y,18.7,,,,,,,1.136,,0.042,7.18,,,,,,,,0.028,"235756 (2004 VC)",1.133361407289759,.2588901044552013,39.14474396194554,194.1683083804199,94.19644374497057,.8399453541710192,1.426777460408499,1.20659308627799,8482,0,231,1,0,18.7,1.136,,0.042,7.18,,,,,,,"235756 (2004 VC)",.2588901044552013,.8399453541710192,39.14474396194554,194.1683083804199,94.19644374497057,1.426777460408499,20200423.2306561,1.20659308627799,APO,8482,0,231,,,,,,,,,,,1.136,,0.042,7.18,,,,,,,59000,1.133361407289759,.2588901044552013,39.14474396194554,194.1683083804199,94.19644374497057,30.85253719801834,2459000.5,.8399453541710192,.2588901044552013,39.14474396194554,194.1683083804199,94.19644374497057,2458962.730656075777,8.5871E-8,3.7537E-9,3.1576E-5,5.2239E-6,1.3004E-5,1.3409E-5,4.7255E-9,4.0582E-9,1.6281E-5,2.1895E-6
,a0242216,2242216,"242216 (2003 RN10)",242216,,,Y,Y,15.6,,,,,,,,,,,,,,,,,,,"242216 (2003 RN10)",2.230317397320473,.5413223162844878,39.64773771895164,267.2050443029418,4.612008032863368,1.022996817753364,3.437637976887582,3.3308740445128,6290,0,419,,,15.6,,,,,,,,,,,"242216 (2003 RN10)",.5413223162844878,1.022996817753364,39.64773771895164,267.2050443029418,4.612008032863368,3.437637976887582,20200408.0468192,3.3308740445128,AMO,6290,0,419,,,,,,,,,,,,,,,,,,,,,59000,2.230317397320473,.5413223162844878,39.64773771895164,267.2050443029418,4.612008032863368,15.66917453174669,2459000.5,1.022996817753364,.5413223162844878,39.64773771895164,267.2050443029418,4.612008032863368,2458947.546819238207,9.5606E-8,1.1667E-8,1.2781E-5,1.3476E-5,1.5391E-5,1.4889E-5,1.7983E-8,2.3219E-9,4.9931E-5,9.5466E-6
0.084,a0242450,2242450,"242450 (2004 QY2)",242450,,,Y,Y,14.7,,,,,,,2.914,,0.274,,,,,,,,,0.084,"242450 (2004 QY2)",1.084040549418547,.4771244613164503,37.0305564567897,295.2934836457185,104.9752713731153,.5668182862320338,1.601262812605059,1.12869472077333,5804,0,520,1,0,14.7,2.914,,0.274,,,,,,,,"242450 (2004 QY2)",.4771244613164503,.5668182862320338,37.0305564567897,295.2934836457185,104.9752713731153,1.601262812605059,20200902.7046276,1.12869472077333,APO,5804,0,520,,,,,,,,,,,2.914,,0.274,,,,,,,,59000,1.084040549418547,.4771244613164503,37.0305564567897,295.2934836457185,104.9752713731153,277.2997194417657,2459000.5,.5668182862320338,.4771244613164503,37.0305564567897,295.2934836457185,104.9752713731153,2459095.204627552777,1.1254E-7,4.2992E-9,1.8678E-5,1.0143E-5,1.5565E-5,1.1529E-5,6.3505E-9,5.1949E-9,1.3422E-5,2.4525E-6
0.479,a0242643,2242643,"242643 (2005 NZ6)",242643,,,Y,Y,17.4,,,,,,,1.989,,0.041,10.,,,,,,,,0.479,"242643 (2005 NZ6)",1.833498636028175,.865118770292575,8.417724136990465,38.8282901437848,48.93692027410575,.2473045506943667,3.419692721361983,2.48272769638118,5494,0,622,6,3,17.4,1.989,,0.041,10.,,,,,,,"242643 (2005 NZ6)",.865118770292575,.2473045506943667,8.417724136990465,38.8282901437848,48.93692027410575,3.419692721361983,20200903.0883882,2.48272769638118,APO,5494,0,622,,,,,,,,,,,1.989,,0.041,10.,,,,,,,59000,1.833498636028175,.865118770292575,8.417724136990465,38.8282901437848,48.93692027410575,322.2505461248642,2459000.5,.2473045506943667,.865118770292575,8.417724136990465,38.8282901437848,48.93692027410575,2459095.588388206175,1.5005E-8,2.065E-9,7.4371E-6,1.3161E-5,1.3707E-5,3.4913E-6,3.8515E-9,6.7068E-10,8.9242E-6,1.532E-6
,a0242708,2242708,"242708 (2005 UK1)",242708,,,Y,Y,18.1,,,,,,,,,,63.8,,,,,,,,,"242708 (2005 UK1)",2.50027192616375,.695241563014132,.7903082369540724,180.3402026424345,345.9297820504667,.7619789642573102,4.23856488807019,3.95356669024776,4646,0,382,3,2,18.1,,,,63.8,,,,,,,"242708 (2005 UK1)",.695241563014132,.7619789642573102,.7903082369540724,180.3402026424345,345.9297820504667,4.23856488807019,20220306.2018477,3.95356669024776,APO,4646,0,382,,,,,,,,,,,,,,63.8,,,,,,,59000,2.50027192616375,.695241563014132,.7903082369540724,180.3402026424345,345.9297820504667,199.4001359783907,2459000.5,.7619789642573102,.695241563014132,.7903082369540724,180.3402026424345,345.9297820504667,2459644.701847666610,1.3437E-8,1.4341E-8,6.1892E-6,.0006882,.00068805,5.1184E-6,2.4311E-8,2.1449E-9,2.6069E-5,1.2424E-5
0.020,a0243566,2243566,"243566 (1995 SA)",243566,,,Y,Y,17.3,,,,,,,0.881,,0.091,14.37,,,,,,,,0.020,"243566 (1995 SA)",2.458583596839829,.6411117162260742,19.93880992351864,170.341374363152,52.82640884301466,.8823568475845717,4.034810346095086,3.85510021247264,10075,0,524,,,17.3,0.881,,0.091,14.37,,,,,,,"243566 (1995 SA)",.6411117162260742,.8823568475845717,19.93880992351864,170.341374363152,52.82640884301466,4.034810346095086,20220114.4884477,3.85510021247264,APO,10075,0,524,,,,,,,,,,,0.881,,0.091,14.37,,,,,,,59000,2.458583596839829,.6411117162260742,19.93880992351864,170.341374363152,52.82640884301466,208.26391516127,2459000.5,.8823568475845717,.6411117162260742,19.93880992351864,170.341374363152,52.82640884301466,2459593.988447673035,2.2097E-8,1.9305E-8,1.3317E-5,1.409E-5,1.5709E-5,7.2333E-6,3.1681E-8,3.0112E-9,3.4746E-5,1.6584E-5
0.175,a0244977,2244977,"244977 (2004 BE68)",244977,,,Y,Y,18.3,,,,,,,0.495,,0.235,,,,,,,,,0.175,"244977 (2004 BE68)",1.760619064052877,.4442615782890975,15.73379293438556,210.8943518651483,191.2574446878543,.9784436598908721,2.542794468214882,2.33618000428027,5601,0,323,,,18.3,0.495,,0.235,,,,,,,,"244977 (2004 BE68)",.4442615782890975,.9784436598908721,15.73379293438556,210.8943518651483,191.2574446878543,2.542794468214882,20200324.5417387,2.33618000428027,APO,5601,0,323,,,,,,,,,,,0.495,,0.235,,,,,,,,59000,1.760619064052877,.4442615782890975,15.73379293438556,210.8943518651483,191.2574446878543,28.46040771428671,2459000.5,.9784436598908721,.4442615782890975,15.73379293438556,210.8943518651483,191.2574446878543,2458933.041738651073,7.2211E-8,3.5291E-9,7.4097E-6,2.4498E-5,2.512E-5,5.9512E-6,5.0969E-9,1.2685E-9,1.4025E-5,2.5656E-6
,a0247360,2247360,"247360 (2001 XU)",247360,,,Y,Y,19.2,,,,,,,,,,,,,,,,,,,"247360 (2001 XU)",2.572290436035427,.8368290033233586,19.07140118689764,261.076430439093,285.9760143330207,.4197231941896931,4.724857677881161,4.12561033891228,4652,0,124,,,19.2,,,,,,,,,,,"247360 (2001 XU)",.8368290033233586,.4197231941896931,19.07140118689764,261.076430439093,285.9760143330207,4.724857677881161,20180803.5107315,4.12561033891228,APO,4652,0,124,,,,,,,,,,,,,,,,,,,,,59000,2.572290436035427,.8368290033233586,19.07140118689764,261.076430439093,285.9760143330207,159.2271898309615,2459000.5,.4197231941896931,.8368290033233586,19.07140118689764,261.076430439093,285.9760143330207,2458334.010731513649,7.3312E-8,2.2325E-8,2.073E-5,2.1266E-5,2.2962E-5,1.6282E-5,4.1006E-8,3.1101E-9,5.9739E-5,1.9617E-5
0.140,a0250620,2250620,"250620 (2005 GE59)",250620,,,Y,Y,18.0,,,,,,,0.654,,0.260,5.354,,,,,,,,0.140,"250620 (2005 GE59)",2.108394436605772,.6024701527718023,16.07836107810981,194.7625125669628,243.0424597420885,.8381497182806744,3.378639154930869,3.06151220146773,5603,0,634,,,18.0,0.654,,0.260,5.354,,,,,,,"250620 (2005 GE59)",.6024701527718023,.8381497182806744,16.07836107810981,194.7625125669628,243.0424597420885,3.378639154930869,20200122.5589806,3.06151220146773,APO,5603,0,634,,,,,,,,,,,0.654,,0.260,5.354,,,,,,,59000,2.108394436605772,.6024701527718023,16.07836107810981,194.7625125669628,243.0424597420885,41.6723705441779,2459000.5,.8381497182806744,.6024701527718023,16.07836107810981,194.7625125669628,243.0424597420885,2458871.058980581174,2.2024E-8,6.889E-9,8.5989E-6,1.4663E-5,1.5398E-5,5.6478E-6,1.1039E-8,1.5779E-9,1.7002E-5,5.4805E-6
0.007,a0250680,2250680,"250680 (2005 QC5)",250680,,,Y,Y,19.7,,,,,,,0.398,,0.147,,,,,,,,,0.007,"250680 (2005 QC5)",.8930354745059824,.3645213861049733,9.449797759698068,48.09694293643872,108.6891487527249,.5675049454981492,1.218566003513815,0.843939411490841,14195,0,102,,,19.7,0.398,,0.147,,,,,,,,"250680 (2005 QC5)",.3645213861049733,.5675049454981492,9.449797759698068,48.09694293643872,108.6891487527249,1.218566003513815,20200603.3638206,0.843939411490841,ATE,14195,0,102,,,,,,,,,,,0.398,,0.147,,,,,,,,59000,.8930354745059824,.3645213861049733,9.449797759698068,48.09694293643872,108.6891487527249,356.0714360381625,2459000.5,.5675049454981492,.3645213861049733,9.449797759698068,48.09694293643872,108.6891487527249,2459003.863820561511,2.0197E-7,2.4732E-9,1.2886E-5,6.0145E-5,6.8748E-5,3.532E-5,3.3747E-9,4.8515E-9,3.0242E-5,1.2805E-6
0.164,a0250706,2250706,"250706 (2005 RR6)",250706,,,Y,Y,18.5,,,,,,,0.535,,0.322,,,,,,,,,0.164,"250706 (2005 RR6)",2.961387867605032,.7001092353605065,6.92956744123487,27.32833811813724,59.89145357634643,.888092872010192,5.034682863199871,5.09625489351356,5485,0,375,,,18.5,0.535,,0.322,,,,,,,,"250706 (2005 RR6)",.7001092353605065,.888092872010192,6.92956744123487,27.32833811813724,59.89145357634643,5.034682863199871,20210221.3581057,5.09625489351356,APO,5485,0,375,,,,,,,,,,,0.535,,0.322,,,,,,,,59000,2.961387867605032,.7001092353605065,6.92956744123487,27.32833811813724,59.89145357634643,308.485789017252,2459000.5,.888092872010192,.7001092353605065,6.92956744123487,27.32833811813724,59.89145357634643,2459266.858105740995,2.4135E-8,1.2023E-8,7.4E-6,5.078E-5,5.1091E-5,2.9399E-6,2.044E-8,1.1778E-9,1.6683E-5,1.1336E-5
,a0251346,2251346,"251346 (2007 SJ)",251346,,,Y,Y,16.8,,,,,,,,,,2.718,,,,,,,,,"251346 (2007 SJ)",2.014586950217768,.5342870572243043,8.196067421255933,306.8206661529628,174.9956856666349,.9382192170634306,3.090954683372105,2.85948107700074,10601,0,965,2,0,16.8,,,,2.718,,,,,,,"251346 (2007 SJ)",.5342870572243043,.9382192170634306,8.196067421255933,306.8206661529628,174.9956856666349,3.090954683372105,20191010.9164270,2.85948107700074,APO,10601,0,965,,,,,,,,,,,,,,2.718,,,,,,,59000,2.014586950217768,.5342870572243043,8.196067421255933,306.8206661529628,174.9956856666349,80.34090437258349,2459000.5,.9382192170634306,.5342870572243043,8.196067421255933,306.8206661529628,174.9956856666349,2458767.416427007601,1.0414E-8,1.9698E-8,3.7974E-6,2.0493E-5,2.2251E-5,1.2078E-5,3.0222E-8,5.0554E-9,3.165E-5,1.5318E-5
,a0251722,2251722,"251722 (1997 US2)",251722,,,Y,Y,19.7,,,,,,,,,,,,,,,,,,,"251722 (1997 US2)",1.674473311995111,.6612955120672589,3.1700356579236,65.9991422096534,100.1949874839606,.5671516256963453,2.781794998293877,2.16683353030558,5748,0,172,,,19.7,,,,,,,,,,,"251722 (1997 US2)",.6612955120672589,.5671516256963453,3.1700356579236,65.9991422096534,100.1949874839606,2.781794998293877,20191006.7224473,2.16683353030558,APO,5748,0,172,,,,,,,,,,,,,,,,,,,,,59000,1.674473311995111,.6612955120672589,3.1700356579236,65.9991422096534,100.1949874839606,107.9302997516737,2459000.5,.5671516256963453,.6612955120672589,3.1700356579236,65.9991422096534,100.1949874839606,2458763.222447255756,4.0185E-8,5.6942E-9,8.1009E-6,9.2975E-5,9.2458E-5,1.4324E-5,9.4597E-9,2.3202E-9,3.128E-5,4.037E-6
0.069,a0252399,2252399,"252399 (2001 TX44)",252399,,,Y,Y,19.4,,,,,,,0.291,,0.478,,,,,,,,,0.069,"252399 (2001 TX44)",.8747511140070412,.5459009530150282,15.20983287488969,57.78673484549424,136.0110890515372,.3972236472196399,1.352278580794443,0.818153812740447,6928,0,269,,,19.4,0.291,,0.478,,,,,,,,"252399 (2001 TX44)",.5459009530150282,.3972236472196399,15.20983287488969,57.78673484549424,136.0110890515372,1.352278580794443,20200208.8323659,0.818153812740447,ATE,6928,0,269,,,,,,,,,,,0.291,,0.478,,,,,,,,59000,.8747511140070412,.5459009530150282,15.20983287488969,57.78673484549424,136.0110890515372,135.1278531744018,2459000.5,.3972236472196399,.5459009530150282,15.20983287488969,57.78673484549424,136.0110890515372,2458888.332365930485,1.5259E-7,1.828E-9,1.4512E-5,2.5593E-5,2.5463E-5,2.8995E-5,2.826E-9,3.7763E-9,2.3989E-5,9.3674E-7
,a0253841,2253841,"253841 (2003 YG118)",253841,,,Y,Y,17.1,,,,,,,,,,2.27,,,,,,,,,"253841 (2003 YG118)",2.286591554436104,.641515174153696,8.090489547084628,348.2063748387986,232.6179312806615,.8197083751736564,3.753474733698551,3.45773013462996,5407,0,504,,,17.1,,,,2.27,,,,,,,"253841 (2003 YG118)",.641515174153696,.8197083751736564,8.090489547084628,348.2063748387986,232.6179312806615,3.753474733698551,20210814.1405834,3.45773013462996,APO,5407,0,504,,,,,,,,,,,,,,2.27,,,,,,,59000,2.286591554436104,.641515174153696,8.090489547084628,348.2063748387986,232.6179312806615,234.5378874340403,2459000.5,.8197083751736564,.641515174153696,8.090489547084628,348.2063748387986,232.6179312806615,2459440.640583397854,3.31E-8,8.361E-9,9.7877E-6,4.3163E-5,4.3334E-5,6.7382E-6,1.3725E-8,1.5634E-9,2.5609E-5,6.927E-6
,a0255071,2255071,"255071 (2005 UH6)",255071,,,Y,Y,18.2,,,,,,,,,,,,,,,,,,,"255071 (2005 UH6)",1.001196818583793,.6323725974323685,2.639462036778541,19.30891675047737,200.2239664403389,.3680673858749359,1.63432625129265,1.00181468541315,6606,1,132,,,18.2,,,,,,,,,,,"255071 (2005 UH6)",.6323725974323685,.3680673858749359,2.639462036778541,19.30891675047737,200.2239664403389,1.63432625129265,20200820.9517357,1.00181468541315,APO,6606,1,132,,,,,,,,,,,,,,,,,,,,,59000,1.001196818583793,.6323725974323685,2.639462036778541,19.30891675047737,200.2239664403389,279.3725288617629,2459000.5,.3680673858749359,.6323725974323685,2.639462036778541,19.30891675047737,200.2239664403389,2459082.451735659924,2.0897E-6,1.4124E-8,6.1216E-5,.00036068,.00033818,.00018688,2.3056E-8,2.0819E-8,.00018863,7.7431E-6
,a0260141,2260141,"260141 (2004 QT24)",260141,,,Y,Y,18.3,,,,,,,,,,7.660,,,,,,,,,"260141 (2004 QT24)",1.13287074936942,.2520484411912073,17.74567912663363,36.1185650696676,76.6327069799292,.8473324429197429,1.418409055819097,1.20580962871878,6846,0,547,,,18.3,,,,7.660,,,,,,,"260141 (2004 QT24)",.2520484411912073,.8473324429197429,17.74567912663363,36.1185650696676,76.6327069799292,1.418409055819097,20200927.0835455,1.20580962871878,APO,6846,0,547,,,,,,,,,,,,,,7.660,,,,,,,59000,1.13287074936942,.2520484411912073,17.74567912663363,36.1185650696676,76.6327069799292,262.6613575404648,2459000.5,.8473324429197429,.2520484411912073,17.74567912663363,36.1185650696676,76.6327069799292,2459119.583545462182,7.6064E-8,2.0616E-9,1.2448E-5,8.6727E-6,1.6692E-5,1.0662E-5,2.5812E-9,2.2312E-9,1.3197E-5,1.2022E-6
0.009,a0263976,2263976,"263976 (2009 KD5)",263976,,,Y,Y,18.4,,,,,,,0.785,,0.125,2.664,,,,,,,,0.009,"263976 (2009 KD5)",1.046089285257127,.261373839283147,13.47389123529826,104.5058429265188,294.3400744544455,.7726689125365087,1.319509657977746,1.0699447028311,22984,0,758,,,18.4,0.785,,0.125,2.664,,,,,,,"263976 (2009 KD5)",.261373839283147,.7726689125365087,13.47389123529826,104.5058429265188,294.3400744544455,1.319509657977746,20200607.4262581,1.0699447028311,APO,22984,0,758,,,,,,,,,,,0.785,,0.125,2.664,,,,,,,59000,1.046089285257127,.261373839283147,13.47389123529826,104.5058429265188,294.3400744544455,353.158978098206,2459000.5,.7726689125365087,.261373839283147,13.47389123529826,104.5058429265188,294.3400744544455,2459007.926258074985,4.5521E-8,3.1805E-9,5.1465E-6,1.5641E-5,1.6625E-5,2.1256E-5,4.0118E-9,4.2011E-9,2.3098E-5,1.7822E-6
0.029,a0264357,2264357,"264357 (2000 AZ93)",264357,,,Y,Y,21.0,,,,,,,0.113,,0.037,,,,,,,,,0.029,"264357 (2000 AZ93)",.7470123130693034,.3598634048047771,8.58914831125418,277.3863344286447,8.116290721744511,.4781899186570918,1.015834707481515,0.645653995398062,7319,0,149,4,1,21.0,0.113,,0.037,,,,,,,,"264357 (2000 AZ93)",.3598634048047771,.4781899186570918,8.58914831125418,277.3863344286447,8.116290721744511,1.015834707481515,20200512.5626503,0.645653995398062,ATE,7319,0,149,,,-4.854052724784523E-14,,,,,,,,0.113,,0.037,,,,,,,,59000,.7470123130693034,.3598634048047771,8.58914831125418,277.3863344286447,8.116290721744511,28.14562686325136,2459000.5,.4781899186570918,.3598634048047771,8.58914831125418,277.3863344286447,8.116290721744511,2458982.062650323049,7.2143E-8,2.6411E-9,8.0687E-6,1.2626E-5,2.2486E-5,3.0383E-5,3.5916E-9,8.0959E-9,1.9845E-5,1.2507E-6
,a0264993,2264993,"264993 (2003 DX10)",264993,,,Y,Y,20.3,,,,,,,,,,,,,,,,,,,"264993 (2003 DX10)",1.375713592721425,.4108130178225825,3.145617709077503,61.91135177008174,193.8783402665104,.810552540035989,1.94087464540686,1.61361619785661,6050,0,222,,,20.3,,,,,,,,,,,"264993 (2003 DX10)",.4108130178225825,.810552540035989,3.145617709077503,61.91135177008174,193.8783402665104,1.94087464540686,20210220.1171481,1.61361619785661,APO,6050,0,222,,,,,,,,,,,,,,,,,,,,,59000,1.375713592721425,.4108130178225825,3.145617709077503,61.91135177008174,193.8783402665104,198.0615974937099,2459000.5,.810552540035989,.4108130178225825,3.145617709077503,61.91135177008174,193.8783402665104,2459265.617148100369,5.6951E-8,3.8918E-9,4.4968E-6,.00014416,.00014446,2.9343E-5,5.4906E-9,2.592E-9,4.8896E-5,2.501E-6
0.128,a0265196,2265196,"265196 (2004 BW58)",265196,,,Y,Y,18.8,,,,,,,0.361,,0.310,6.479,,,,,,,,0.128,"265196 (2004 BW58)",1.454721132691101,.3787198881267468,15.21140502434,132.6366189162424,301.822300485765,.9037893080627131,2.00565295731949,1.7545987840762,5975,0,381,,,18.8,0.361,,0.310,6.479,,,,,,,"265196 (2004 BW58)",.3787198881267468,.9037893080627131,15.21140502434,132.6366189162424,301.822300485765,2.00565295731949,20190907.8363366,1.7545987840762,APO,5975,0,381,,,,,,,,,,,0.361,,0.310,6.479,,,,,,,59000,1.454721132691101,.3787198881267468,15.21140502434,132.6366189162424,301.822300485765,149.5144672107835,2459000.5,.9037893080627131,.3787198881267468,15.21140502434,132.6366189162424,301.822300485765,2458734.336336553931,2.504E-8,4.214E-9,6.6024E-6,1.5556E-5,1.8397E-5,5.5331E-6,5.8099E-9,2.4408E-9,9.5617E-6,2.7847E-6
,a0265482,2265482,"265482 (2005 EE)",265482,,,Y,Y,21.2,,,,,,,,,,2.6534,,,,,,,,,"265482 (2005 EE)",1.129036589899733,.3277197556739924,6.172856920980453,110.8083107611061,284.7934011531784,.759028994510795,1.499044185288671,1.19969328352107,4764,0,393,2,3,21.2,,,,2.6534,,,,,,,"265482 (2005 EE)",.3277197556739924,.759028994510795,6.172856920980453,110.8083107611061,284.7934011531784,1.499044185288671,20200624.7889946,1.19969328352107,APO,4764,0,393,,,,,,,,,,,,,,2.6534,,,,,,,59000,1.129036589899733,.3277197556739924,6.172856920980453,110.8083107611061,284.7934011531784,339.634224089184,2459000.5,.759028994510795,.3277197556739924,6.172856920980453,110.8083107611061,284.7934011531784,2459025.288994557270,9.5822E-8,2.7523E-9,4.3373E-6,1.5119E-5,2.1393E-5,4.4881E-6,3.6542E-9,3.0041E-9,5.5403E-6,1.6023E-6
,a0267131,2267131,"267131 (2000 EK26)",267131,,,Y,Y,18.2,,,,,,,,,,,,,,,,,,,"267131 (2000 EK26)",2.407789077317872,.6581998689069486,15.642699505,126.4567083874605,305.5498655663999,.822982622271666,3.992595532364079,3.73624943393968,5506,0,78,,,18.2,,,,,,,,,,,"267131 (2000 EK26)",.6581998689069486,.822982622271666,15.642699505,126.4567083874605,305.5498655663999,3.992595532364079,20180721.9892488,3.73624943393968,APO,5506,0,78,,,,,,,,,,,,,,,,,,,,,59000,2.407789077317872,.6581998689069486,15.642699505,126.4567083874605,305.5498655663999,179.1237054404603,2459000.5,.822982622271666,.6581998689069486,15.642699505,126.4567083874605,305.5498655663999,2458321.489248814986,2.0025E-7,2.5372E-8,2.2608E-5,.00012456,.00013189,2.3707E-5,4.2072E-8,4.1697E-9,8.1504E-5,2.157E-5
0.019,a0267221,2267221,"267221 (2001 AD2)",267221,,,Y,Y,19.7,,,,,,,0.562,,0.097,,,,,,,,,0.019,"267221 (2001 AD2)",1.040216033560905,.659914303076893,1.642393140636203,210.6428273654869,111.8392039702358,.3537625947241504,1.72666947239766,1.06094658107378,6976,0,422,,,19.7,0.562,,0.097,,,,,,,,"267221 (2001 AD2)",.659914303076893,.3537625947241504,1.642393140636203,210.6428273654869,111.8392039702358,1.72666947239766,20201201.2538503,1.06094658107378,APO,6976,0,422,,,,,,,,,,,0.562,,0.097,,,,,,,,59000,1.040216033560905,.659914303076893,1.642393140636203,210.6428273654869,111.8392039702358,188.8269730912665,2459000.5,.3537625947241504,.659914303076893,1.642393140636203,210.6428273654869,111.8392039702358,2459184.753850303571,3.9125E-8,8.5079E-9,2.5998E-6,.00015736,.00015666,1.146E-5,1.4122E-8,1.1397E-8,1.3105E-5,4.7541E-6
0.102,a0267337,2267337,"267337 (2001 VK5)",267337,,,Y,Y,17.9,,,,,,,0.439,,0.578,39.05,,,,,,,,0.102,"267337 (2001 VK5)",1.269066692203619,.514123031824211,19.43202250581565,54.2416995638347,263.9116965844295,.6166102768207716,1.921523107586466,1.42966692824151,6262,0,555,0,1,17.9,0.439,,0.578,39.05,,,,,,,"267337 (2001 VK5)",.514123031824211,.6166102768207716,19.43202250581565,54.2416995638347,263.9116965844295,1.921523107586466,20200331.5933672,1.42966692824151,APO,6262,0,555,,,,,,,,,,,0.439,,0.578,39.05,,,,,,,59000,1.269066692203619,.514123031824211,19.43202250581565,54.2416995638347,263.9116965844295,41.64492011857948,2459000.5,.6166102768207716,.514123031824211,19.43202250581565,54.2416995638347,263.9116965844295,2458940.093367153958,5.1893E-8,3.5062E-9,6.56E-6,1.1909E-5,1.3657E-5,8.9106E-6,5.3089E-9,2.8571E-9,1.274E-5,2.1641E-6
,a0267494,2267494,"267494 (2002 JB9)",267494,,,Y,Y,15.9,,,,,,,,,,2.4261,,,,,,,,,"267494 (2002 JB9)",2.718382578747915,.7846636964499685,46.75521391851098,70.33186129602989,277.9045793989175,.5853664561423784,4.851398701353451,4.48202288488489,6800,0,544,,,15.9,,,,2.4261,,,,,,,"267494 (2002 JB9)",.7846636964499685,.5853664561423784,46.75521391851098,70.33186129602989,277.9045793989175,4.851398701353451,20200717.0300663,4.48202288488489,APO,6800,0,544,,,,,,,,,,,,,,2.4261,,,,,,,59000,2.718382578747915,.7846636964499685,46.75521391851098,70.33186129602989,277.9045793989175,349.6577793999796,2459000.5,.5853664561423784,.7846636964499685,46.75521391851098,70.33186129602989,277.9045793989175,2459047.530066255379,5.0333E-8,6.5579E-9,1.7491E-5,6.8693E-6,1.2387E-5,2.715E-6,1.1704E-8,7.9577E-10,1.2383E-5,5.924E-6
