diameter_sigma,id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM,M1,K1,M2,K2,PC,epoch_mjd,a,e,i,om,w,ma,epoch,q,e,i,om,w,tp,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per
,bK14WK1D,3698472,"       (2014 WD201)","2014 WD201",,,Y,Y,19.3,,,,,,,,,,,,,,,,,,,"       (2014 WD201)",2.096028960383077,.5024458295687335,8.468379345681662,105.7124865944208,199.7970896797638,1.042887950583312,3.149169970182842,3.03461863647903,2184,0,60,,,19.3,,,,,,,,,,,"       (2014 WD201)",.5024458295687335,1.042887950583312,8.468379345681662,105.7124865944208,199.7970896797638,3.149169970182842,20200604.1941915,3.03461863647903,AMO,2184,0,60,,,,,,,,,,,,,,,,,,,,,59000,2.096028960383077,.5024458295687335,8.468379345681662,105.7124865944208,199.7970896797638,358.6377512701769,2459000.5,1.042887950583312,.5024458295687335,8.468379345681662,105.7124865944208,199.7970896797638,2459004.694191503210,1.2564E-7,3.1556E-8,1.3601E-5,7.9672E-5,8.1281E-5,1.2763E-5,4.7411E-8,7.3347E-9,3.9268E-5,2.5031E-5
,bK14WK2T,3698847,"       (2014 WT202)","2014 WT202",,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"       (2014 WT202)",.9655494732056814,.06301564512226822,23.39225525563772,58.81972829669919,185.7347349787361,.9047047502541592,1.026394196157204,0.948789782466083,360,2,91,,,21.1,,,,,,,,,,,"       (2014 WT202)",.06301564512226822,.9047047502541592,23.39225525563772,58.81972829669919,185.7347349787361,1.026394196157204,20200212.4360985,0.948789782466083,ATE,360,2,91,,,,,,,,,,,,,,,,,,,,,59000,.9655494732056814,.06301564512226822,23.39225525563772,58.81972829669919,185.7347349787361,112.7788649573719,2459000.5,.9047047502541592,.06301564512226822,23.39225525563772,58.81972829669919,185.7347349787361,2458891.936098493557,2.5197E-7,6.3479E-8,.0001011,2.1053E-5,.00068138,.00089234,6.7479E-8,1.0244E-7,.00085116,3.4175E-5
,bK14Wa3V,3699478,"       (2014 WV363)","2014 WV363",,,Y,Y,19.1,,,,,,,,,,,,,,,,,,,"       (2014 WV363)",1.845827802488451,.5159883238586764,5.527393669452698,77.97107536041796,210.0265453641959,.8934022085506911,2.798253396426211,2.50781200509736,3111,0,77,,,19.1,,,,,,,,,,,"       (2014 WV363)",.5159883238586764,.8934022085506911,5.527393669452698,77.97107536041796,210.0265453641959,2.798253396426211,20190826.9945353,2.50781200509736,APO,3111,0,77,,,,,,,,,,,,,,,,,,,,,59000,1.845827802488451,.5159883238586764,5.527393669452698,77.97107536041796,210.0265453641959,109.2623738785564,2459000.5,.8934022085506911,.5159883238586764,5.527393669452698,77.97107536041796,210.0265453641959,2458722.494535310199,9.4876E-8,3.7876E-8,5.7879E-6,.00010241,.00010441,2.7099E-5,5.7419E-8,1.2097E-8,6.1764E-5,2.8193E-5
,bK14Wa5E,3699506,"       (2014 WE365)","2014 WE365",,,Y,Y,21.0,,,,,,,,,,,,,,,,,,,"       (2014 WE365)",1.230504048066975,.5002314149225487,7.236878539807505,130.9768205171231,67.33766178701555,.6149672670345083,1.846040829099442,1.36500038042463,1734,1,55,,,21.0,,,,,,,,,,,"       (2014 WE365)",.5002314149225487,.6149672670345083,7.236878539807505,130.9768205171231,67.33766178701555,1.846040829099442,20200909.8164862,1.36500038042463,APO,1734,1,55,,,,,,,,,,,,,,,,,,,,,59000,1.230504048066975,.5002314149225487,7.236878539807505,130.9768205171231,67.33766178701555,286.4813355962303,2459000.5,.6149672670345083,.5002314149225487,7.236878539807505,130.9768205171231,67.33766178701555,2459102.316486200615,3.0645E-7,5.8458E-8,7.2226E-6,3.859E-5,4.1157E-5,3.8298E-5,8.77E-8,5.1455E-8,5.8357E-5,3.5528E-5
,bK14Wa5G,3699508,"       (2014 WG365)","2014 WG365",,,Y,Y,20.0,,,,,,,,,,,,,,,,,,,"       (2014 WG365)",1.295842440406507,.333360767720814,25.12206419371179,71.34833938969513,111.0878795268353,.8638594096273807,1.727825471185633,1.4751510798719,2190,0,155,0,1,20.0,,,,,,,,,,,"       (2014 WG365)",.333360767720814,.8638594096273807,25.12206419371179,71.34833938969513,111.0878795268353,1.727825471185633,20190925.5051491,1.4751510798719,APO,2190,0,155,,,,,,,,,,,,,,,,,,,,,59000,1.295842440406507,.333360767720814,25.12206419371179,71.34833938969513,111.0878795268353,166.0325235214167,2459000.5,.8638594096273807,.333360767720814,25.12206419371179,71.34833938969513,111.0878795268353,2458752.005149061514,3.1572E-8,9.7939E-9,1.4441E-5,6.5887E-6,1.0012E-5,7.8769E-6,1.3059E-8,7.5748E-9,1.0241E-5,6.1083E-6
,bK14Wa7R,3699903,"       (2014 WR367)","2014 WR367",,,Y,Y,22.1,,,,,,,,,,,,,,,,,,,"       (2014 WR367)",2.427308370961056,.6626104201167647,7.251224795291918,49.654157693691,311.7947445692775,.8189485515256109,4.035668190396501,3.78177453115,24,7,15,,,22.1,,,,,,,,,,,"       (2014 WR367)",.6626104201167647,.8189485515256109,7.251224795291918,49.654157693691,311.7947445692775,4.035668190396501,20180719.8507705,3.78177453115,APO,24,7,15,,,,,,,,,,,,,,,,,,,,,59000,2.427308370961056,.6626104201167647,7.251224795291918,49.654157693691,311.7947445692775,177.5247514003622,2459000.5,.8189485515256109,.6626104201167647,7.251224795291918,49.654157693691,311.7947445692775,2458319.350770496078,.00020726,.0014734,.0033194,.0027954,.003262,.49507,.0024497,.0002373,1.2794,1.2577
0.099,bK14Wa8K,3699901,"       (2014 WK368)","2014 WK368",,,Y,Y,21.4,,,,,,,0.486,,0.021,,,,,,,,,0.099,"       (2014 WK368)",2.155175277268383,.7122704923041512,14.30229539495589,237.2087871010382,105.1431106716558,.6201075215266963,3.69024303301007,3.16396810582484,37,7,18,,,21.4,0.486,,0.021,,,,,,,,"       (2014 WK368)",.7122704923041512,.6201075215266963,14.30229539495589,237.2087871010382,105.1431106716558,3.69024303301007,20210131.8349638,3.16396810582484,APO,37,7,18,,,,,,,,,,,0.486,,0.021,,,,,,,,59000,2.155175277268383,.7122704923041512,14.30229539495589,237.2087871010382,105.1431106716558,283.4185068869674,2459000.5,.6201075215266963,.7122704923041512,14.30229539495589,237.2087871010382,105.1431106716558,2459246.334963814294,.00016583,.0010066,.0035838,.0016489,.0035738,.45248,.0017236,.00021825,1.6247,.80965
,bK14X03J,3699954,"       (2014 XJ3)","2014 XJ3",,,Y,Y,20.1,,,,,,,,,,,,,,,,,,,"       (2014 XJ3)",2.132891137778015,.7270986167751822,1.224020161952568,22.34671442843923,161.6325322454207,.5820689417675757,3.683713333788454,3.11502285091049,1084,0,444,6,5,20.1,,,,,,,,,,,"       (2014 XJ3)",.7270986167751822,.5820689417675757,1.224020161952568,22.34671442843923,161.6325322454207,3.683713333788454,20210503.7641476,3.11502285091049,APO,1084,0,444,,,,,,,,,,,,,,,,,,,,,59000,2.132891137778015,.7270986167751822,1.224020161952568,22.34671442843923,161.6325322454207,253.1278397145919,2459000.5,.5820689417675757,.7270986167751822,1.224020161952568,22.34671442843923,161.6325322454207,2459338.264147560853,1.5031E-8,5.5321E-8,4.3183E-6,.00052541,.00052439,2.3895E-5,9.5545E-8,1.231E-8,8.866E-5,4.4265E-5
,bK14X07L,3701883,"       (2014 XL7)","2014 XL7",,,Y,Y,21.0,,,,,,,,,,,,,,,,,,,"       (2014 XL7)",1.653989527116711,.5332972561227951,7.502133393383948,74.48037129144896,250.7528116601061,.7719214506495297,2.536057603583893,2.1271951554293,713,2,64,,,21.0,,,,,,,,,,,"       (2014 XL7)",.5332972561227951,.7719214506495297,7.502133393383948,74.48037129144896,250.7528116601061,2.536057603583893,20210109.1933939,2.1271951554293,APO,713,2,64,,,,,,,,,,,,,,,,,,,,,59000,1.653989527116711,.5332972561227951,7.502133393383948,74.48037129144896,250.7528116601061,256.5843473656888,2459000.5,.7719214506495297,.5332972561227951,7.502133393383948,74.48037129144896,250.7528116601061,2459223.693393877089,1.2272E-6,7.9246E-7,3.3699E-5,7.4908E-5,.00012852,.00049082,1.2151E-6,3.33E-7,.0012192,.00055838
,bK14Y08Y,3702914,"       (2014 YY8)","2014 YY8",,,Y,Y,19.0,,,,,,,,,,,,,,,,,,,"       (2014 YY8)",2.127647549751386,.5954430989370338,20.01238382893144,14.36315172185977,134.6437298589873,.8607544992816338,3.394540600221138,3.10354276188818,2126,0,85,,,19.0,,,,,,,,,,,"       (2014 YY8)",.5954430989370338,.8607544992816338,20.01238382893144,14.36315172185977,134.6437298589873,3.394540600221138,20210509.8123387,3.10354276188818,APO,2126,0,85,,,,,,,,,,,,,,,,,,,,,59000,2.127647549751386,.5954430989370338,20.01238382893144,14.36315172185977,134.6437298589873,250.8117259520923,2459000.5,.8607544992816338,.5954430989370338,20.01238382893144,14.36315172185977,134.6437298589873,2459344.312338736178,7.3273E-8,6.5695E-8,1.4573E-5,3.4536E-5,3.3978E-5,3.2033E-5,1.0481E-7,1.4709E-8,.00011659,5.2502E-5
0.057,bK14Y14L,3703003,"       (2014 YL14)","2014 YL14",,,Y,Y,20.6,,,,,,,0.355,,0.081,,,,,,,,,0.057,"       (2014 YL14)",2.753236419066954,.7640166620335683,5.916749882735815,67.91940670651071,290.9646151033311,.6497179203821651,4.856754917751743,4.56849822738608,63,5,139,,,20.6,0.355,,0.081,,,,,,,,"       (2014 YL14)",.7640166620335683,.6497179203821651,5.916749882735815,67.91940670651071,290.9646151033311,4.856754917751743,20190526.0333805,4.56849822738608,APO,63,5,139,,,,,,,,,,,0.355,,0.081,,,,,,,,59000,2.753236419066954,.7640166620335683,5.916749882735815,67.91940670651071,290.9646151033311,80.03383873606484,2459000.5,.6497179203821651,.7640166620335683,5.916749882735815,67.91940670651071,290.9646151033311,2458629.533380535101,.00039624,.0050343,.0034179,.021074,.011226,.26863,.0088806,.00059173,.22768,4.5767
,bK14Y15R,3703073,"       (2014 YR15)","2014 YR15",,,Y,Y,21.5,,,,,,,,,,,,,,,,,,,"       (2014 YR15)",.7496575332097676,.4092929519228808,5.709100599958921,320.5726892131195,308.9642717187061,.4428279885111167,1.056487077908418,0.649086485014601,710,2,128,,,21.5,,,,,,,,,,,"       (2014 YR15)",.4092929519228808,.4428279885111167,5.709100599958921,320.5726892131195,308.9642717187061,1.056487077908418,20200620.3663764,0.649086485014601,ATE,710,2,128,,,,,,,,,,,,,,,,,,,,,59000,.7496575332097676,.4092929519228808,5.709100599958921,320.5726892131195,308.9642717187061,329.0740197143684,2459000.5,.4428279885111167,.4092929519228808,5.709100599958921,320.5726892131195,308.9642717187061,2459020.866376361887,4.7898E-7,3.4039E-8,3.509E-5,.00020743,.00018059,.00032399,4.7971E-8,1.0342E-7,.00021471,1.6147E-5
0.032,bK14Y34S,3703166,"       (2014 YS34)","2014 YS34",,,Y,Y,20.8,,,,,,,0.129,,0.505,,,,,,,,,0.032,"       (2014 YS34)",1.553245757032343,.3853805874179224,6.881743694363051,210.1156320672306,321.882705657861,.9546549947828233,2.151836519281863,1.9358355727961,1678,0,194,,,20.8,0.129,,0.505,,,,,,,,"       (2014 YS34)",.3853805874179224,.9546549947828233,6.881743694363051,210.1156320672306,321.882705657861,2.151836519281863,20201229.0983433,1.9358355727961,APO,1678,0,194,,,,,,,,,,,0.129,,0.505,,,,,,,,59000,1.553245757032343,.3853805874179224,6.881743694363051,210.1156320672306,321.882705657861,252.0106104093882,2459000.5,.9546549947828233,.3853805874179224,6.881743694363051,210.1156320672306,321.882705657861,2459212.598343339414,3.3966E-8,2.2712E-8,6.3532E-6,9.542E-5,9.0564E-5,2.3897E-5,3.1465E-8,1.1168E-8,5.1333E-5,1.5509E-5
,bK14Y34W,3703080,"       (2014 YW34)","2014 YW34",,,Y,Y,21.7,,,,,,,,,,,,,,,,,,,"       (2014 YW34)",1.406770268496762,.4253228483198281,6.027395318553343,314.3273828331797,57.26862673919361,.8084387309680701,2.005101806025455,1.66856440215157,1879,0,116,,,21.7,,,,,,,,,,,"       (2014 YW34)",.4253228483198281,.8084387309680701,6.027395318553343,314.3273828331797,57.26862673919361,2.005101806025455,20191014.6425050,1.66856440215157,APO,1879,0,116,,,,,,,,,,,,,,,,,,,,,59000,1.406770268496762,.4253228483198281,6.027395318553343,314.3273828331797,57.26862673919361,135.4821995638094,2459000.5,.8084387309680701,.4253228483198281,6.027395318553343,314.3273828331797,57.26862673919361,2458771.142505042588,8.9672E-8,5.3257E-9,7.5836E-6,3.2304E-5,3.539E-5,1.4959E-5,7.5909E-9,3.3544E-9,2.5614E-5,3.4608E-6
,bK15A00H,3703314,"       (2015 AH)","2015 AH",,,Y,Y,21.5,,,,,,,,,,,,,,,,,,,"       (2015 AH)",.9068790623566167,.2404752859236742,14.07066057914173,255.3203851074856,70.59763728838689,.6887970605382158,1.124961064175018,0.863639038182195,387,2,74,,,21.5,,,,,,,,,,,"       (2015 AH)",.2404752859236742,.6887970605382158,14.07066057914173,255.3203851074856,70.59763728838689,1.124961064175018,20201014.4522734,0.863639038182195,ATE,387,2,74,,,,,,,,,,,,,,,,,,,,,59000,.9068790623566167,.2404752859236742,14.07066057914173,255.3203851074856,70.59763728838689,204.274122518814,2459000.5,.6887970605382158,.2404752859236742,14.07066057914173,255.3203851074856,70.59763728838689,2459136.952273359046,8.737E-7,3.4341E-7,3.2562E-5,.00012765,6.2092E-5,.00087875,4.2599E-7,6.4823E-7,.00084715,.00017917
,bK15A45R,3703891,"       (2015 AR45)","2015 AR45",,,Y,Y,19.8,,,,,,,,,,,,,,,,,,,"       (2015 AR45)",1.385191632450165,.7012568014442286,9.23284982159149,114.3955413888734,239.5782559544601,.4138165788908528,2.356566686009478,1.63032050721339,1879,1,145,,,19.8,,,,,,,,,,,"       (2015 AR45)",.7012568014442286,.4138165788908528,9.23284982159149,114.3955413888734,239.5782559544601,2.356566686009478,20190924.4452471,1.63032050721339,APO,1879,1,145,,,,,,,,,,,,,,,,,,,,,59000,1.385191632450165,.7012568014442286,9.23284982159149,114.3955413888734,239.5782559544601,150.8707781678803,2459000.5,.4138165788908528,.7012568014442286,9.23284982159149,114.3955413888734,239.5782559544601,2458750.945247111361,1.137E-7,8.2105E-8,1.1536E-5,2.8009E-5,3.2899E-5,.00011419,1.3968E-7,5.3751E-8,.00016709,5.2944E-5
0.028,bK15AO5Y,3704141,"       (2015 AY245)","2015 AY245",,,Y,Y,21.2,,,,,,,0.374,,0.042,,,,,,,,,0.028,"       (2015 AY245)",1.127089306191227,.1095325887903699,13.59329161741076,143.6681922365435,13.0455594268567,1.00363629668616,1.250542315696294,1.19659090099458,2143,0,162,,,21.2,0.374,,0.042,,,,,,,,"       (2015 AY245)",.1095325887903699,1.00363629668616,13.59329161741076,143.6681922365435,13.0455594268567,1.250542315696294,20191129.1289120,1.19659090099458,APO,2143,0,162,,,,,,,,,,,0.374,,0.042,,,,,,,,59000,1.127089306191227,.1095325887903699,13.59329161741076,143.6681922365435,13.0455594268567,151.4537482739292,2459000.5,1.00363629668616,.1095325887903699,13.59329161741076,143.6681922365435,13.0455594268567,2458816.628911977762,1.048E-7,1.1619E-8,1.8621E-5,3.491E-5,6.9101E-5,5.8813E-5,1.2892E-8,1.2737E-8,7.019E-5,6.7585E-6
,bK15B04S,3704265,"       (2015 BS4)","2015 BS4",,,Y,Y,21.4,,,,,,,,,,,,,,,,,,,"       (2015 BS4)",2.752432054911595,.6447237790135162,6.128378602481769,355.4826818166457,186.7720685192463,.9778736589910537,4.526990450832137,4.56649632821181,181,4,55,,,21.4,,,,,,,,,,,"       (2015 BS4)",.6447237790135162,.9778736589910537,6.128378602481769,355.4826818166457,186.7720685192463,4.526990450832137,20190928.1457086,4.56649632821181,APO,181,4,55,,,,,,,,,,,,,,,,,,,,,59000,2.752432054911595,.6447237790135162,6.128378602481769,355.4826818166457,186.7720685192463,53.06485192803009,2459000.5,.9778736589910537,.6447237790135162,6.128378602481769,355.4826818166457,186.7720685192463,2458754.645708596037,2.8779E-6,2.2913E-5,1.5815E-5,8.6485E-5,6.5462E-5,.0051369,3.7685E-5,2.6951E-6,.02073,.020827
,bK15BV0Z,3705045,"       (2015 BZ310)","2015 BZ310",,,Y,Y,21.2,,,,,,,,,,5.9,,,,,,,,,"       (2015 BZ310)",2.033677355154012,.5533192706187958,4.082943239806353,305.1161828617138,271.4525156889336,.9084044843262324,3.158950225981792,2.90022225960513,145,5,120,,,21.2,,,,5.9,,,,,,,"       (2015 BZ310)",.5533192706187958,.9084044843262324,4.082943239806353,305.1161828617138,271.4525156889336,3.158950225981792,20210202.1321115,2.90022225960513,APO,145,5,120,,,,,,,,,,,,,,5.9,,,,,,,59000,2.033677355154012,.5533192706187958,4.082943239806353,305.1161828617138,271.4525156889336,276.0133662996193,2459000.5,.9084044843262324,.5533192706187958,4.082943239806353,305.1161828617138,271.4525156889336,2459247.632111508751,1.236E-5,5.2698E-5,9.0276E-5,.00015166,9.3364E-5,.024747,8.1857E-5,1.3209E-5,.082423,.041174
,bK15BV1L,3707694,"       (2015 BL311)","2015 BL311",,,Y,Y,21.0,,,,,,,,,,,,,,,,,,,"       (2015 BL311)",2.366251849124529,.8441019484405378,1.717310810540668,220.3979261966917,143.1905861719892,.3688940527774886,4.363609645471569,3.63998548465356,1230,1,144,,,21.0,,,,,,,,,,,"       (2015 BL311)",.8441019484405378,.3688940527774886,1.717310810540668,220.3979261966917,143.1905861719892,4.363609645471569,20220325.1800420,3.63998548465356,APO,1230,1,144,,,,,,,,,,,,,,,,,,,,,59000,2.366251849124529,.8441019484405378,1.717310810540668,220.3979261966917,143.1905861719892,180.4257454458403,2459000.5,.3688940527774886,.8441019484405378,1.717310810540668,220.3979261966917,143.1905861719892,2459663.680041994546,1.1899E-7,1.4747E-7,1.3912E-5,.00034446,.00035582,3.8492E-5,2.7196E-7,2.5314E-8,.00019981,.00012429
,bK15BV1N,3707698,"       (2015 BN311)","2015 BN311",,,Y,Y,20.5,,,,,,,,,,,,,,,,,,,"       (2015 BN311)",1.415697045795237,.3235845323966856,16.81540764393977,98.58187538483348,228.1234502256128,.957599379216216,1.873794712374258,1.68447159123498,1818,1,50,,,20.5,,,,,,,,,,,"       (2015 BN311)",.3235845323966856,.957599379216216,16.81540764393977,98.58187538483348,228.1234502256128,1.873794712374258,20210312.5788774,1.68447159123498,APO,1818,1,50,,,,,,,,,,,,,,,,,,,,,59000,1.415697045795237,.3235845323966856,16.81540764393977,98.58187538483348,228.1234502256128,192.9006858709977,2459000.5,.957599379216216,.3235845323966856,16.81540764393977,98.58187538483348,228.1234502256128,2459286.078877425479,1.6067E-7,2.27E-8,1.0632E-5,2.4418E-5,.00012353,.00018413,3.0045E-8,1.4073E-8,.00031083,1.4798E-5
,bK15Bp5K,3709602,"       (2015 BK515)","2015 BK515",,,Y,Y,21.0,,,,,,,,,,,,,,,,,,,"       (2015 BK515)",1.749740114797611,.446382322265386,5.272597048031305,152.4595471672045,59.21986684880358,.9686870589933506,2.530793170601872,2.31456043594081,174,5,26,,,21.0,,,,,,,,,,,"       (2015 BK515)",.446382322265386,.9686870589933506,5.272597048031305,152.4595471672045,59.21986684880358,2.530793170601872,20191230.1259932,2.31456043594081,APO,174,5,26,,,,,,,,,,,,,,,,,,,,,59000,1.749740114797611,.446382322265386,5.272597048031305,152.4595471672045,59.21986684880358,65.09946201081574,2459000.5,.9686870589933506,.446382322265386,5.272597048031305,152.4595471672045,59.21986684880358,2458847.625993174153,8.8796E-6,2.7751E-5,7.8239E-5,.00035766,.00027459,.018626,4.0139E-5,1.0131E-5,.040103,.020112
,bK15Bp5P,3709711,"       (2015 BP515)","2015 BP515",,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"       (2015 BP515)",1.250645119911544,.171433380907719,17.75239246299318,134.3505540295048,196.5658140119499,1.036242798689368,1.465047441133719,1.39865093974356,1262,2,42,,,21.1,,,,,,,,,,,"       (2015 BP515)",.171433380907719,1.036242798689368,17.75239246299318,134.3505540295048,196.5658140119499,1.465047441133719,20200108.9947965,1.39865093974356,AMO,1262,2,42,,,,,,,,,,,,,,,,,,,,,59000,1.250645119911544,.171433380907719,17.75239246299318,134.3505540295048,196.5658140119499,100.775456697163,2459000.5,1.036242798689368,.171433380907719,17.75239246299318,134.3505540295048,196.5658140119499,2458857.494796515576,7.2436E-7,3.5929E-7,5.3735E-5,3.2257E-5,.00049563,.00013524,4.2088E-7,3.0367E-7,.00025103,.00022014
,bK15Bp9O,3764850,"       (2015 BO519)","2015 BO519",,,Y,Y,18.1,,,,,,,,,,,,,,,,,,,"       (2015 BO519)",3.59732536283747,.8516689786694261,6.111502653985394,215.7410014080166,279.8825656216128,.5335949451280591,6.661055780546881,6.82303787066901,3,9,16,,,18.1,,,,,,,,,,,"       (2015 BO519)",.8516689786694261,.5335949451280591,6.111502653985394,215.7410014080166,279.8825656216128,6.661055780546881,20150305.6138093,6.82303787066901,APO,3,9,16,,,,,,,,,,,,,,,,,,,,,57044,3.59732536283747,.8516689786694261,6.111502653985394,215.7410014080166,279.8825656216128,353.8441950284615,2457044.5,.5335949451280591,.8516689786694261,6.111502653985394,215.7410014080166,279.8825656216128,2457087.113809264253,.11407,2.8612,.35783,2.2549,5.4062,7.713,5.2979,.17234,2.571,2973.2
0.047,bK15C12X,3710160,"       (2015 CX12)","2015 CX12",,,Y,Y,20.0,,,,,,,0.184,,0.533,12.20,,,,,,,,0.047,"       (2015 CX12)",2.002662771307415,.6095133384653946,5.736379964507479,195.896439125981,227.5412664649803,.7820130997474734,3.223312442867356,2.83413112144349,1141,1,174,,,20.0,0.184,,0.533,12.20,,,,,,,"       (2015 CX12)",.6095133384653946,.7820130997474734,5.736379964507479,195.896439125981,227.5412664649803,3.223312442867356,20200817.7857640,2.83413112144349,APO,1141,1,174,,,,,,,,,,,0.184,,0.533,12.20,,,,,,,59000,2.002662771307415,.6095133384653946,5.736379964507479,195.896439125981,227.5412664649803,332.6006608486577,2459000.5,.7820130997474734,.6095133384653946,5.736379964507479,195.896439125981,227.5412664649803,2459079.285764042826,3.8818E-7,3.5899E-7,2.9638E-5,.0002994,.00032748,.00019937,5.778E-7,9.351E-8,.00059442,.00027834
0.134,bK15C13V,3710228,"       (2015 CV13)","2015 CV13",,,Y,Y,20.4,,,,,,,0.437,,0.070,,,,,,,,,0.134,"       (2015 CV13)",1.338201282615844,.2881931228062803,13.0401799468759,124.8223797454673,132.4898592662434,.9525408760354146,1.723861689196275,1.54806918164526,1206,1,168,0,1,20.4,0.437,,0.070,,,,,,,,"       (2015 CV13)",.2881931228062803,.9525408760354146,13.0401799468759,124.8223797454673,132.4898592662434,1.723861689196275,20200213.8523094,1.54806918164526,APO,1206,1,168,,,,,,,,,,,0.437,,0.070,,,,,,,,59000,1.338201282615844,.2881931228062803,13.0401799468759,124.8223797454673,132.4898592662434,68.21890220019422,2459000.5,.9525408760354146,.2881931228062803,13.0401799468759,124.8223797454673,132.4898592662434,2458893.352309355056,7.3039E-8,3.932E-8,1.3286E-5,1.9432E-5,2.7544E-5,6.4281E-5,5.0652E-8,2.8061E-8,9.6689E-5,2.4921E-5
,bK15C13Z,3710245,"       (2015 CZ13)","2015 CZ13",,,Y,Y,19.0,,,,,,,,,,,,,,,,,,,"       (2015 CZ13)",2.804995823736662,.7625047548567695,19.03892251025851,145.877138381921,77.43115608725125,.6661731707840763,4.943818476689247,4.6979298844589,1739,0,110,,,19.0,,,,,,,,,,,"       (2015 CZ13)",.7625047548567695,.6661731707840763,19.03892251025851,145.877138381921,77.43115608725125,4.943818476689247,20200125.0472796,4.6979298844589,APO,1739,0,110,,,,,,,,,,,,,,,,,,,,,59000,2.804995823736662,.7625047548567695,19.03892251025851,145.877138381921,77.43115608725125,26.63469678478003,2459000.5,.6661731707840763,.7625047548567695,19.03892251025851,145.877138381921,77.43115608725125,2458873.547279582278,3.071E-8,1.414E-7,1.6404E-5,1.5392E-5,1.8163E-5,2.8627E-5,2.4922E-7,1.5864E-8,.00012706,.00012975
,bK15D01B,3710913,"       (2015 DB1)","2015 DB1",,,Y,Y,22.1,,,,,,,,,,,,,,,,,,,"       (2015 DB1)",1.155026366400181,.254648095926421,38.11420720643376,144.4364569116095,242.3855488495971,.8609011014515623,1.4491516313488,1.24135514786181,1823,0,47,,,22.1,,,,,,,,,,,"       (2015 DB1)",.254648095926421,.8609011014515623,38.11420720643376,144.4364569116095,242.3855488495971,1.4491516313488,20210110.0507594,1.24135514786181,APO,1823,0,47,,,,,,,,,,,,,,,,,,,,,59000,1.155026366400181,.254648095926421,38.11420720643376,144.4364569116095,242.3855488495971,182.1054485261796,2459000.5,.8609011014515623,.254648095926421,38.11420720643376,144.4364569116095,242.3855488495971,2459224.550759375137,9.1681E-7,6.7032E-9,9.6853E-5,7.4928E-6,6.3235E-5,.00011163,8.4102E-9,6.912E-9,.00014115,3.947E-6
,bK15DF5H,3711779,"       (2015 DH155)","2015 DH155",,,Y,Y,20.9,,,,,,,,,,,,,,,,,,,"       (2015 DH155)",2.446033383721954,.6996530601734945,12.47214816718281,169.9248523859543,262.0617572188049,.7346586415143612,4.157408125929546,3.82561949868717,1363,0,92,,,20.9,,,,,,,,,,,"       (2015 DH155)",.6996530601734945,.7346586415143612,12.47214816718281,169.9248523859543,262.0617572188049,4.157408125929546,20181015.8010564,3.82561949868717,APO,1363,0,92,,,,,,,,,,,,,,,,,,,,,59000,2.446033383721954,.6996530601734945,12.47214816718281,169.9248523859543,262.0617572188049,152.8307951774639,2459000.5,.7346586415143612,.6996530601734945,12.47214816718281,169.9248523859543,262.0617572188049,2458407.301056447947,2.2265E-7,7.0698E-8,3.3955E-5,2.9107E-5,6.4575E-5,3.1254E-5,1.2016E-7,1.117E-8,.00010026,6.058E-5
,bK15DF5P,3711785,"       (2015 DP155)","2015 DP155",,,Y,Y,21.5,,,,,,,,,,3.097,,,,,,,,,"       (2015 DP155)",1.31575590168188,.2236420543807397,5.440529694789547,89.15144488525993,152.1417797194999,1.021497548766162,1.610014254597598,1.50928477910063,1241,0,631,4,2,21.5,,,,3.097,,,,,,,"       (2015 DP155)",.2236420543807397,1.021497548766162,5.440529694789547,89.15144488525993,152.1417797194999,1.610014254597598,20191126.3620526,1.50928477910063,AMO,1241,0,631,,,,,,,,,,,,,,3.097,,,,,,,59000,1.31575590168188,.2236420543807397,5.440529694789547,89.15144488525993,152.1417797194999,121.8824101369184,2459000.5,1.021497548766162,.2236420543807397,5.440529694789547,89.15144488525993,152.1417797194999,2458813.862052571044,7.1041E-9,3.6987E-9,1.6635E-6,4.8348E-6,7.5409E-6,3.1374E-6,4.5259E-9,2.7536E-9,4.8506E-6,2.3245E-6
